id,Geo Point_1,Geo Point_2,CLAVE
318,19.46268728,-99.20407224,16
319,19.30784787,-99.10649174,3
320,19.35057699,-99.26959217,4
321,19.29905301,-99.26223488,8
322,19.37729493,-99.29096039,4
323,19.29752526,-99.07725693,7
324,19.38625943,-99.03245497,7
325,19.32501112,-99.0480103,7
326,19.2870151,-99.06858329,7
327,19.37095236,-99.15001502,14
328,19.3868932,-99.15038485,14
329,19.29919449,-99.23626626,8
330,19.30971527,-99.25034077,8
331,19.30359945,-99.23397296,8
332,19.33716633,-99.05924659,7
333,19.34575495,-99.10952105,7
334,19.37955001,-99.10405289,7
335,19.36362196,-99.09191534,7
336,19.3740019,-99.02708067,7
337,19.35444542,-99.02035605,7
338,19.31934153,-99.04238453,7
339,19.30860655,-99.09020525,7
340,19.38227158,-99.05299358,7
341,19.31829429,-99.03830799,7
342,19.35070558,-99.08859252,7
343,19.38369057,-99.04305033,7
344,19.38176079,-99.18823347,14
345,19.36564197,-99.18992791,14
346,19.38352639,-99.17404644,14
347,19.41443825,-99.20064333,16
348,19.34200907,-99.18262675,3
349,19.30573032,-99.17788477,3
350,19.32822083,-99.14062142,3
351,19.31412167,-99.11707443,3
352,19.44708138,-99.09168136,17
353,19.42205417,-99.06362026,17
354,19.42331321,-99.11780223,17
355,19.42652197,-99.0977018,17
356,19.3175437,-99.11035041,3
357,19.30833721,-99.10068158,3
358,19.33201346,-99.11935639,3
359,19.30737916,-99.18361099,3
360,19.30799069,-99.13921912,3
361,19.35117531,-99.21359553,10
362,19.38470794,-99.20953971,10
363,19.36211322,-99.20482675,10
364,19.29441324,-99.04809624,11
365,19.30627531,-99.0486782,11
366,19.39047591,-99.07588189,6
367,19.37761662,-99.12875866,6
368,19.3877009,-99.12552476,6
369,19.38822609,-99.12040585,6
370,19.48663718,-99.19409413,2
371,19.49805107,-99.20455885,2
372,19.46836128,-99.14671553,2
373,19.4857457,-99.17294973,2
374,19.35960511,-99.2437815,10
375,19.36050232,-99.1939576,10
376,19.48403837,-99.20986215,2
377,19.36318831,-99.24568063,10
378,19.47396777,-99.17613729,2
379,19.50102418,-99.18568735,2
380,19.34510726,-99.21772919,10
381,19.38212649,-99.23646528,10
382,19.34988489,-99.20499848,10
383,19.38037903,-99.21796119,10
384,19.36088661,-99.23447883,10
385,19.38246287,-99.207543,10
386,19.35441072,-99.23533673,10
387,19.36878187,-99.19598848,10
388,19.35915526,-99.23966189,10
389,19.37974959,-99.24210132,10
390,19.50007076,-99.09116641,5
391,19.25686321,-99.10835806,13
392,19.26908388,-99.10450803,13
393,19.28507026,-99.11910107,13
394,19.27492516,-99.12388238,13
395,19.2782175,-99.14944394,12
396,19.29083457,-99.17667496,12
397,19.27209378,-99.15696508,12
398,19.27374489,-99.17801744,12
399,19.288185,-99.13777653,12
400,19.2779097,-99.14472678,12
401,19.23897204,-99.11776985,13
402,19.26001084,-99.10224264,13
403,19.26292895,-99.17951823,12
404,19.54620126,-99.12600046,5
405,19.4935968,-99.14336465,5
406,19.51440362,-99.12182604,5
407,19.53979732,-99.14258328,5
408,19.55060821,-99.12586562,5
409,19.4807655,-99.0925915,5
410,19.49170778,-99.07830235,5
411,19.52056832,-99.16132746,5
412,19.48601499,-99.08605939,5
413,19.56288399,-99.13122331,5
414,19.46101656,-99.10135738,5
415,19.53924366,-99.1401016,5
416,19.51602299,-99.14144098,5
417,19.38762548,-99.10302752,6
418,19.31587754,-99.05770838,7
419,19.35306222,-99.04522544,7
420,19.36700871,-98.99696719,7
421,19.35274688,-99.3082523,4
422,19.36643582,-99.29771053,4
423,19.29705709,-99.24484411,8
424,19.40314497,-99.14786173,14
425,19.32302639,-99.0402438,7
426,19.36738886,-99.04943966,7
427,19.34180302,-99.07199686,7
428,19.33777413,-99.07010246,7
429,19.33269938,-99.07440593,7
430,19.33488648,-99.02613437,7
431,19.36835084,-99.06319585,7
432,19.31047839,-99.07846797,7
433,19.33972065,-99.05466209,7
434,19.36387492,-99.12528852,7
435,19.37749307,-99.03247182,7
436,19.30178168,-99.06552352,7
437,19.36372063,-99.13483838,7
438,19.33163586,-99.04747053,7
439,19.38518048,-99.07267583,7
440,19.37589984,-99.16882772,14
441,19.45245008,-99.20391319,16
442,19.44719504,-99.1756476,16
443,19.31312463,-99.10244606,3
444,19.3309863,-99.11349286,3
445,19.30555357,-99.15794555,3
446,19.30435198,-99.1201458,3
447,19.30763474,-99.12632932,3
448,19.33614559,-99.15534876,3
449,19.33849182,-99.13269201,3
450,19.30452093,-99.17476113,3
451,19.31431033,-99.12198697,3
452,19.33475767,-99.17077392,3
453,19.34392807,-99.17311179,3
454,19.3309153,-99.12623769,3
455,19.4231462,-99.05686049,17
456,19.4467765,-99.11477056,17
457,19.42815441,-99.1060131,17
458,19.40978624,-99.09874376,17
459,19.41300187,-99.1049634,17
460,19.43145215,-99.09425633,17
461,19.44588115,-99.08176643,17
462,19.39043185,-99.18476061,14
463,19.38069151,-99.17884792,14
464,19.39239635,-99.16693188,14
465,19.39490109,-99.1422306,14
466,19.52716602,-99.15113662,5
467,19.53246039,-99.13941073,5
468,19.47948766,-99.113978,5
469,19.47836608,-99.13365129,5
470,19.4736469,-99.08671008,5
471,19.53620038,-99.14109093,5
472,19.46912483,-99.09257006,5
473,19.53788072,-99.14447456,5
474,19.52175198,-99.15573394,5
475,19.50326189,-99.15326076,5
476,19.48938508,-99.08529135,5
477,19.54761579,-99.13480136,5
478,19.57483828,-99.13473657,5
479,19.58134808,-99.12609013,5
480,19.56005892,-99.13757827,5
481,19.19184681,-99.09473813,9
482,19.4678259,-99.13526969,5
483,19.28772711,-99.18575047,12
484,19.25225562,-99.16110269,12
485,19.53432979,-99.15349774,5
486,19.51037633,-99.14473658,5
487,19.49096824,-99.09571328,5
488,19.49601164,-99.08097603,5
489,19.29534271,-99.1496338,12
490,19.24446537,-99.14581338,12
491,19.28128908,-99.22825345,12
492,19.28950411,-99.15558582,12
493,19.23092018,-99.12029999,13
494,19.23288708,-99.07393451,13
495,19.23912395,-99.12421171,13
496,19.27189959,-99.07752636,13
497,19.26744693,-99.15887205,12
498,19.31061955,-99.03681539,11
499,19.28031615,-99.04471958,11
500,19.23053866,-98.98897665,11
501,19.28953766,-99.01280277,11
502,19.50615829,-99.20240809,2
503,19.39624497,-99.20054069,10
504,19.36135789,-99.22967645,10
505,19.35575219,-99.22580814,10
506,19.38462231,-99.21705032,10
507,19.36363075,-99.21522272,10
508,19.38211266,-99.21575101,10
509,19.38678727,-99.22576954,10
510,19.38166639,-99.20330498,10
511,19.3561374,-99.24734627,10
512,19.36813054,-99.25869533,10
513,19.33863142,-99.25662794,10
514,19.44961356,-99.14959639,15
515,19.36933922,-99.20230926,10
516,19.39771462,-99.2090545,10
517,19.36253606,-99.2222123,10
518,19.40615885,-99.0603053,6
519,19.40117828,-99.12086427,6
520,19.48017517,-99.2048818,2
521,19.48645496,-99.18799039,2
522,19.49812532,-99.18719204,2
523,19.47466316,-99.16067418,2
524,19.45955624,-99.17356628,2
525,19.47996411,-99.15632803,2
526,19.47591023,-99.21704082,2
527,19.34965272,-99.18250761,10
528,19.47635364,-99.15596953,2
529,19.48978131,-99.19202308,2
530,19.32075581,-99.06717395,7
531,19.33306594,-99.04030021,7
532,19.34984637,-99.03296772,7
533,19.3274671,-99.01518604,7
534,19.36828266,-99.29510261,4
535,19.39552618,-99.05066364,7
536,19.33742038,-99.08345681,7
537,19.36927776,-99.02604885,7
538,19.34958052,-99.06424891,7
539,19.32162077,-99.07739797,7
540,19.37686593,-99.05077091,7
541,19.37758866,-99.03142376,7
542,19.30587325,-99.07321055,7
543,19.31353323,-99.04602053,7
544,19.33148162,-98.99584978,7
545,19.29425045,-99.06387708,7
546,19.32459538,-99.09435108,7
547,19.35821543,-99.12000007,7
548,19.3636996,-99.07674391,7
549,19.34627745,-99.05175587,7
550,19.36359623,-99.1122665,7
551,19.38406344,-99.04458019,7
552,19.36642772,-99.29375977,4
553,19.30732873,-99.27019043,8
554,19.30693617,-99.24534357,8
555,19.30345411,-99.23226022,8
556,19.36988192,-99.17816705,14
557,19.34250192,-99.08966608,7
558,19.35911093,-99.12544172,7
559,19.36469355,-99.01327542,7
560,19.38647846,-99.05677836,7
561,19.38330075,-99.04169014,7
562,19.38499025,-99.04407997,7
563,19.43991325,-99.19313298,16
564,19.45686853,-99.11900956,17
565,19.40938951,-99.08227143,17
566,19.44832392,-99.11307619,17
567,19.44062653,-99.10642152,17
568,19.43281227,-99.12012774,17
569,19.4525969,-99.17943811,16
570,19.35124472,-99.14037108,3
571,19.30447987,-99.16368332,3
572,19.33831329,-99.17932131,3
573,19.33190393,-99.12908269,3
574,19.31097607,-99.10603564,3
575,19.31114777,-99.13081328,3
576,19.32116628,-99.10224907,3
577,19.35190127,-99.14827969,3
578,19.30362762,-99.17257379,3
579,19.30950335,-99.10283985,3
580,19.41174509,-99.07652168,17
581,19.31784374,-99.15507204,3
582,19.42506091,-99.06332026,17
583,19.42086509,-99.11575181,17
584,19.41177853,-99.0879173,17
585,19.44363662,-99.11451236,17
586,19.40168155,-99.23547196,16
587,19.40921847,-99.19383925,16
588,19.46314405,-99.196828,16
589,19.45553055,-99.19304827,16
590,19.45002004,-99.20107608,16
591,19.420052,-99.07218395,17
592,19.32096691,-99.14739297,3
593,19.3314326,-99.16425258,3
594,19.34825556,-99.12351118,3
595,19.43609213,-99.10934546,17
596,19.41073319,-99.12311262,17
597,19.43598985,-99.1068363,17
598,19.45749077,-99.19518724,16
599,19.448402,-99.16918489,16
600,19.44650014,-99.19718358,16
601,19.41279212,-99.1189402,17
602,19.40692703,-99.12407332,17
603,19.44936472,-99.12069421,17
604,19.31619216,-99.10293085,3
605,19.32987816,-99.1192883,3
606,19.32755523,-99.12150304,3
607,19.30945541,-99.12117563,3
608,19.30793358,-99.16649457,3
609,19.31365697,-99.13191221,3
610,19.32680526,-99.12804178,3
611,19.30188154,-99.16028003,3
612,19.35578447,-99.14844404,3
613,19.34117832,-99.13072545,3
614,19.44824669,-99.05829966,5
615,19.51075296,-99.1366137,5
616,19.46772861,-99.08851625,5
617,19.49166103,-99.10971116,5
618,19.47880386,-99.08737443,5
619,19.54809997,-99.12248555,5
620,19.49465426,-99.09392981,5
621,19.47882791,-99.09302446,5
622,19.45614878,-99.05688713,5
623,19.45129182,-99.07388914,5
624,19.51602463,-99.15964206,5
625,19.50769611,-99.15674865,5
626,19.48994495,-99.13167075,5
627,19.49908419,-99.08600291,5
628,19.48658656,-99.07201458,5
629,19.24773466,-99.18816949,12
630,19.19105853,-99.14773477,12
631,19.29337915,-99.11074711,12
632,19.20782974,-99.14743549,12
633,19.29684055,-99.11753094,12
634,19.24629346,-99.0748419,13
635,19.22867574,-99.0893558,13
636,19.26261013,-99.09652682,13
637,19.24708526,-99.10636598,13
638,19.28309605,-99.1305396,13
639,19.2379562,-99.14941682,12
640,19.27016021,-99.18402935,12
641,19.30092924,-99.22399504,12
642,19.29727551,-99.12828011,12
643,19.27007561,-99.22319361,12
644,19.28671309,-99.16100528,12
645,19.4510319,-99.08665167,5
646,19.54164587,-99.14749721,5
647,19.46946082,-99.07397598,5
648,19.24521989,-99.0303103,13
649,19.24024622,-99.12003445,13
650,19.29972426,-99.17870404,12
651,19.20736502,-99.15494042,12
652,19.30429021,-99.13325199,12
653,19.29670629,-99.10534365,12
654,19.25328104,-99.15887436,12
655,19.38761999,-99.11691585,6
656,19.47578296,-99.19456229,2
657,19.37565471,-99.2332072,10
658,19.36444368,-99.24168109,10
659,19.30332161,-99.04405423,11
660,19.47214293,-99.17147329,2
661,19.46664054,-99.15762137,2
662,19.34930923,-99.22621787,10
663,19.38340154,-99.21929238,10
664,19.36212792,-99.25176299,10
665,19.37714355,-99.25732646,10
666,19.37445474,-99.22761179,10
667,19.37900068,-99.238585,10
668,19.39518208,-99.20162205,10
669,19.35673671,-99.2350509,10
670,19.46888106,-99.16412958,2
671,19.36234474,-99.23243594,10
672,19.35616662,-99.20340854,10
673,19.30131323,-99.05854026,11
674,19.38929866,-99.11464136,6
675,19.38786216,-99.06796732,6
676,19.37587358,-99.23657823,10
677,19.3547273,-99.2591508,10
678,19.33911204,-99.01792142,7
679,19.33389051,-98.9880666,7
680,19.33929673,-99.03250753,7
681,19.3081249,-99.08041676,7
682,19.3406086,-99.04947802,7
683,19.34265325,-99.02715402,7
684,19.36193957,-99.01714367,7
685,19.35130426,-99.09032536,7
686,19.38660774,-99.04262501,7
687,19.37584624,-99.02634306,7
688,19.32762638,-99.06471732,7
689,19.33169237,-99.0354584,7
690,19.32807935,-99.09248716,7
691,19.28843032,-99.07080368,7
692,19.34883493,-99.05818676,7
693,19.36237495,-99.06378023,7
694,19.36167828,-99.05941221,7
695,19.37747928,-99.05711161,7
696,19.3874818,-99.13618882,14
697,19.37399886,-99.28531458,4
698,19.30476373,-99.34239789,4
699,19.38323632,-99.25444305,4
700,19.31423507,-99.2575042,8
701,19.32007009,-99.2432553,8
702,19.27054374,-99.25030253,8
703,19.29186805,-99.06783817,7
704,19.33334126,-99.07210439,7
705,19.36831764,-99.037566,7
706,19.35827126,-99.14182197,14
707,19.37568694,-99.13818148,14
708,19.36842491,-99.15751869,14
709,19.38243534,-99.14620494,14
710,19.4404219,-99.14221407,15
711,19.45169642,-99.13535683,15
712,19.41987372,-99.15084956,15
713,19.41037729,-99.14679014,15
714,19.4489699,-99.18669045,16
715,19.53408631,-99.13414942,5
716,19.54480777,-99.14307485,5
717,19.47569906,-99.09571858,5
718,19.50300105,-99.19117452,2
719,19.47431007,-99.18870023,2
720,19.46791946,-99.17372896,2
721,19.2880915,-99.13182017,12
722,19.29645293,-99.1082877,12
723,19.4560218,-99.09284335,5
724,19.48302473,-99.08069468,5
725,19.50605596,-99.10406588,5
726,19.48789646,-99.07860416,5
727,19.49899036,-99.07661159,5
728,19.50697675,-99.11757344,5
729,19.46442799,-99.11276332,5
730,19.52455518,-99.16006547,5
731,19.47600027,-99.06634277,5
732,19.45641003,-99.10343173,5
733,19.46156036,-99.10644718,5
734,19.25283421,-99.10054312,13
735,19.21724636,-99.1065992,13
736,19.25492376,-99.13330484,13
737,19.27166771,-99.0984662,13
738,19.26316941,-99.11115867,13
739,19.2120758,-99.16724191,12
740,19.25978321,-99.16677411,12
741,19.2719747,-99.18602841,12
742,19.24580569,-99.14343029,12
743,19.25075401,-99.01501841,13
744,19.27018743,-99.19232726,12
745,19.56871467,-99.12568594,5
746,19.52764508,-99.13576301,5
747,19.52635504,-99.14325027,5
748,19.2921701,-99.12852074,12
749,19.27389166,-99.21829217,12
750,19.38752319,-99.09203431,6
751,19.47569702,-99.19157488,2
752,19.48588386,-99.17704777,2
753,19.47002398,-99.1770253,2
754,19.48757423,-99.15464596,2
755,19.20867264,-98.97254215,11
756,19.29745687,-98.99119669,11
757,19.2791694,-99.00651945,11
758,19.26048847,-99.00389767,11
759,19.46529428,-99.15200944,2
760,19.396204,-99.11179998,6
761,19.3956319,-99.21702908,10
762,19.47354329,-99.16515091,2
763,19.48745547,-99.18090799,2
764,19.34318285,-99.25197631,10
765,19.35915365,-99.22765944,10
766,19.37206508,-99.20071957,10
767,19.32530768,-99.25748073,10
768,19.4595317,-99.14318024,15
769,19.36190101,-99.25331865,10
770,19.40463085,-99.13124016,15
771,19.44218929,-99.15135209,15
772,19.38886227,-99.19169928,10
773,19.35828236,-99.25699854,10
774,19.31535697,-99.27324486,10
775,19.42471849,-99.13464827,15
776,19.43150523,-99.14639479,15
777,19.35503055,-99.01845218,7
778,19.3762269,-99.02948009,7
779,19.36401916,-99.0537548,7
780,19.46272925,-99.1374326,15
781,19.42138463,-99.15884543,15
782,19.28875119,-99.06713288,7
783,19.31275143,-99.04828423,7
784,19.36807594,-99.00782616,7
785,19.32585394,-98.97907992,7
786,19.35379998,-99.11736456,7
787,19.36471971,-99.03003906,7
788,19.37058745,-99.09188155,7
789,19.33648196,-99.06552123,7
790,19.35970127,-99.10282828,7
791,19.37409156,-99.00507888,7
792,19.33924345,-99.0065477,7
793,19.31706759,-99.09364794,7
794,19.3460514,-99.0390117,7
795,19.37587998,-99.28903056,4
796,19.311126,-99.33000308,4
797,19.33591694,-99.21235032,8
798,19.30770813,-99.25882205,8
799,19.29064881,-99.24407779,8
800,19.37288405,-99.19000321,14
801,19.37836405,-99.18468392,14
802,19.36815893,-99.1607619,14
803,19.38735848,-99.16755569,14
804,19.37571987,-99.16425534,14
805,19.36719967,-99.14881779,14
806,19.45047741,-99.16552037,16
807,19.44348779,-99.18946913,16
808,19.44641535,-99.18980456,16
809,19.44578236,-99.19987549,16
810,19.44913211,-99.19292788,16
811,19.45325928,-99.19572785,16
812,19.40209868,-99.20710102,16
813,19.30169387,-99.1528285,3
814,19.31754875,-99.13602852,3
815,19.30592865,-99.19002694,3
816,19.31090741,-99.12686295,3
817,19.31885917,-99.13267619,3
818,19.34238666,-99.12587882,3
819,19.3287648,-99.1666853,3
