id,Geo Point_1,Geo Point_2,CLAVE
820,19.34177918,-99.18123088,3
821,19.42628597,-99.06076264,17
822,19.4390023,-99.10375926,17
823,19.4335166,-99.11798993,17
824,19.4153746,-99.11655116,17
825,19.56267119,-99.11918919,5
826,19.5455103,-99.1387289,5
827,19.45273899,-99.09821237,5
828,19.55087817,-99.12795867,5
829,19.53338588,-99.14669275,5
830,19.47512691,-99.14258562,5
831,19.48277661,-99.138082,5
832,19.5709018,-99.13795771,5
833,19.48816764,-99.09774867,5
834,19.56911022,-99.12931135,5
835,19.49261195,-99.10205747,5
836,19.23982672,-99.10078813,13
837,19.23323889,-99.13940409,13
838,19.26295782,-99.12279185,13
839,19.2128733,-98.9930097,9
840,19.18881537,-99.00476197,9
841,19.48538474,-99.08433554,5
842,19.23401515,-99.09214846,13
843,19.26307137,-99.10698796,13
844,19.24894194,-99.01065772,13
845,19.29495206,-99.12024088,12
846,19.25965161,-99.12031786,13
847,19.29814373,-99.17082249,12
848,19.25622938,-99.18237173,12
849,19.22783847,-99.19680653,12
850,19.27141387,-99.21939791,12
851,19.27911563,-99.17220045,12
852,19.272695,-99.19283878,12
853,19.27588634,-99.22301662,12
854,19.49791765,-99.11423154,5
855,19.5733835,-99.12888187,5
856,19.47439826,-99.13667543,5
857,19.51608669,-99.13964152,5
858,19.28590298,-99.22405204,12
859,19.29743165,-99.18722341,12
860,19.29174517,-99.15762241,12
861,19.40475557,-99.08066441,6
862,19.32027072,-98.97193285,11
863,19.29238409,-99.00302937,11
864,19.48822167,-99.19132751,2
865,19.39788518,-99.20428992,10
866,19.49213089,-99.17466115,2
867,19.47291831,-99.1949966,2
868,19.46741858,-99.14979277,2
869,19.48756234,-99.1647915,2
870,19.28648783,-99.03839083,11
871,19.46779408,-99.18911786,2
872,19.47284538,-99.15574595,2
873,19.28078752,-99.05211973,11
874,19.50799726,-99.19049097,2
875,19.41786111,-99.13150915,15
876,19.4093352,-99.17948039,15
877,19.45666241,-99.13477793,15
878,19.38069808,-99.19307305,10
879,19.35735534,-99.23818252,10
880,19.40088897,-99.19515764,10
881,19.3444013,-99.24319389,10
882,19.31701659,-99.26843458,10
883,19.38086377,-99.19840193,10
884,19.31047504,-99.27171785,10
885,19.38772375,-99.21163664,10
886,19.34351531,-99.2138017,10
887,19.3699044,-99.20152207,10
888,19.37863923,-99.20734752,10
889,19.36271145,-99.22671321,10
890,19.34212829,-99.22543076,10
891,19.35866917,-99.23653432,10
892,19.3696392,-99.24289421,10
893,19.39168648,-99.20769139,10
894,19.37103495,-99.22432511,10
895,19.40191512,-99.09037697,6
896,19.38102422,-99.12863651,6
897,19.39238929,-99.09254353,6
898,19.39307302,-99.1017492,6
899,19.38754389,-99.06262321,6
900,19.44199727,-99.13251298,15
901,19.41216955,-99.16936266,15
902,19.3732411,-99.03623116,7
903,19.4147538,-99.16005482,15
904,19.40401538,-99.1633007,15
905,19.32821991,-99.1346492,3
906,19.43483138,-99.1961305,16
907,19.34320484,-99.31396712,4
908,19.35674393,-99.28796295,4
909,19.37079399,-99.28097273,4
910,19.36998613,-99.29568009,4
911,19.34617805,-99.00883645,7
912,19.35576902,-99.0563656,7
913,19.33153768,-99.02154729,7
914,19.36085276,-99.05533337,7
915,19.36538522,-99.13001548,7
916,19.35217887,-99.10473762,7
917,19.350752,-99.09011292,7
918,19.37404698,-99.11880274,7
919,19.30373954,-99.06919372,7
920,19.35402262,-99.06508115,7
921,19.3251198,-99.25101125,8
922,19.30200797,-99.24594575,8
923,19.27701595,-99.25010663,8
924,19.33513062,-99.20985714,8
925,19.38515505,-99.04038786,7
926,19.35103673,-99.0871141,7
927,19.35306035,-99.08518691,7
928,19.38541692,-99.07914137,7
929,19.39706024,-99.15303239,14
930,19.39079597,-99.14196608,14
931,19.39411832,-99.18706111,14
932,19.38185464,-99.14167706,14
933,19.37703501,-99.17986935,14
934,19.42375591,-99.20329018,16
935,19.30546658,-99.12346432,3
936,19.3038539,-99.11651982,3
937,19.33530183,-99.12570747,3
938,19.32345551,-99.14232439,3
939,19.30445372,-99.14186206,3
940,19.32328712,-99.17171226,3
941,19.42532854,-99.05651763,17
942,19.42939127,-99.05732674,17
943,19.41791735,-99.11385624,17
944,19.33142275,-99.14907739,3
945,19.32353527,-99.11793123,3
946,19.31015939,-99.13540742,3
947,19.31041767,-99.17180157,3
948,19.34215019,-99.1187266,3
949,19.37026741,-99.24898958,10
950,19.38146492,-99.22979441,10
951,19.30900189,-99.02084971,11
952,19.2453061,-98.99501845,11
953,19.23042915,-98.99875507,11
954,19.28362891,-99.03232077,11
955,19.27163707,-98.98544323,11
956,19.29158101,-99.04373864,11
957,19.39197182,-99.11741691,6
958,19.41696428,-99.06629895,6
959,19.38470893,-99.11391428,6
960,19.39110751,-99.10620533,6
961,19.41686922,-99.05949246,6
962,19.39217887,-99.12473721,6
963,19.47768094,-99.16069705,2
964,19.48244587,-99.1646502,2
965,19.50357176,-99.20943293,2
966,19.47077507,-99.15236479,2
967,19.47812582,-99.18190275,2
968,19.3816948,-99.22386516,10
969,19.38032145,-99.23577607,10
970,19.3693169,-99.2095598,10
971,19.33684859,-99.23053445,10
972,19.35371634,-99.25690911,10
973,19.37852241,-99.21329121,10
974,19.36040467,-99.2385172,10
975,19.37637362,-99.21292323,10
976,19.34906385,-99.19791727,10
977,19.34826653,-99.23110159,10
978,19.36080372,-99.22391247,10
979,19.38722583,-99.19780022,10
980,19.44702707,-99.13955041,15
981,19.41016952,-99.13285486,15
982,19.44661648,-99.12672293,15
983,19.45407783,-99.12616881,15
984,19.46690138,-99.11104681,5
985,19.45838746,-99.11092421,5
986,19.52995953,-99.14804783,5
987,19.48362357,-99.09058861,5
988,19.2633179,-99.09061736,13
989,19.28054723,-99.15622459,12
990,19.27827696,-99.16246288,12
991,19.27619616,-99.21837748,12
992,19.27072353,-99.2324714,12
993,19.28931827,-99.12737434,12
994,19.28745016,-99.12417937,12
995,19.28881175,-99.23528188,12
996,19.29731728,-99.18036376,12
997,19.27274995,-99.19042739,12
998,19.25824616,-99.16409632,12
999,19.2791266,-99.12559802,13
1000,19.2982809,-99.12160643,12
1001,19.4679483,-99.14170599,5
1002,19.46238566,-99.0923707,5
1003,19.46654339,-99.06403398,5
1004,19.48407418,-99.06751067,5
1005,19.5211734,-99.13666348,5
1006,19.47394037,-99.09143583,5
1007,19.47114565,-99.08036406,5
1008,19.34505772,-99.29634818,4
1009,19.32511399,-99.32176847,4
1010,19.38051449,-99.06861865,7
1011,19.37391405,-99.2893301,4
1012,19.3324588,-99.21816601,8
1013,19.30858635,-99.23449374,8
1014,19.30162162,-99.26572043,8
1015,19.30657478,-99.23198572,8
1016,19.31983779,-99.2484454,8
1017,19.32317764,-99.24149056,8
1018,19.37057399,-99.13938982,14
1019,19.39525455,-99.1346461,14
1020,19.32672781,-99.02940034,7
1021,19.35941912,-99.00835842,7
1022,19.37362534,-99.04641225,7
1023,19.35800649,-99.07832006,7
1024,19.38008613,-99.10857378,7
1025,19.39005102,-99.0822505,7
1026,19.36981948,-99.06980138,7
1027,19.35314575,-99.10990349,7
1028,19.34419759,-98.99844333,7
1029,19.36116488,-99.11818733,7
1030,19.36955135,-99.00263808,7
1031,19.38237311,-99.0483523,7
1032,19.37367043,-99.10467648,7
1033,19.29928232,-99.08007137,7
1034,19.44921966,-99.15850701,15
1035,19.33019228,-99.07106796,7
1036,19.33539905,-99.0712684,7
1037,19.40356067,-99.2440519,16
1038,19.40403322,-99.17817125,16
1039,19.39999436,-99.17956394,16
1040,19.45682491,-99.17790197,16
1041,19.41485674,-99.19041601,16
1042,19.31971159,-99.10830588,3
1043,19.32190657,-99.18518149,3
1044,19.34155888,-99.15128065,3
1045,19.34831489,-99.17356349,3
1046,19.30699764,-99.16951344,3
1047,19.30922002,-99.16821143,3
1048,19.3035596,-99.1041975,3
1049,19.32015629,-99.1612607,3
1050,19.31364011,-99.16483452,3
1051,19.33354174,-99.1615851,3
1052,19.41019207,-99.11625227,17
1053,19.44482844,-99.12306016,17
1054,19.44179205,-99.08850669,17
1055,19.38165891,-99.13728339,14
1056,19.37488909,-99.14464319,14
1057,19.39792045,-99.16536194,14
1058,19.38199776,-99.15368675,14
1059,19.36183279,-99.16677108,14
1060,19.52375388,-99.14978142,5
1061,19.54062959,-99.1358247,5
1062,19.54831186,-99.13078408,5
1063,19.46245433,-99.11092788,5
1064,19.56668309,-99.14188086,5
1065,19.47498715,-99.11653731,5
1066,19.46575112,-99.07779569,5
1067,19.48210248,-99.09237273,5
1068,19.47669102,-99.10434934,5
1069,19.46929846,-99.10406005,5
1070,19.50557257,-99.08982305,5
1071,19.50377848,-99.12981851,5
1072,19.49586094,-99.14937362,5
1073,19.56844907,-99.13119833,5
1074,19.56200408,-99.14673566,5
1075,19.48544617,-99.13336756,5
1076,19.17372112,-98.99948065,9
1077,19.45116736,-99.06408344,5
1078,19.48173949,-99.07307404,5
1079,19.27013188,-99.175027,12
1080,19.25531618,-99.16046036,12
1081,19.19509894,-99.15041901,12
1082,19.2990881,-99.13301475,12
1083,19.52345178,-99.16897853,5
1084,19.50494716,-99.1321844,5
1085,19.50222157,-99.09240481,5
1086,19.47215421,-99.11111105,5
1087,19.2562756,-99.19322641,12
1088,19.29923117,-99.16422806,12
1089,19.27086941,-99.19359931,12
1090,19.27452959,-99.16068715,12
1091,19.267214,-99.23798061,12
1092,19.26434239,-99.22910723,12
1093,19.21372186,-99.11808714,13
1094,19.28444179,-99.11153864,13
1095,19.26336936,-99.11622874,13
1096,19.24456472,-99.1283393,13
1097,19.27271189,-99.13718111,13
1098,19.26264199,-99.10224804,13
1099,19.25507973,-99.07323455,13
1100,19.22237164,-98.9595606,11
1101,19.28695732,-98.9945846,11
1102,19.29527935,-99.05860826,11
1103,19.30632259,-99.03076234,11
1104,19.26663338,-99.02663649,11
1105,19.48253418,-99.15288446,2
1106,19.35773708,-99.25328614,10
1107,19.3368074,-99.20090907,10
1108,19.34566166,-99.19291997,10
1109,19.37669843,-99.22476757,10
1110,19.35463812,-99.25736298,10
1111,19.37960823,-99.21584271,10
1112,19.39413955,-99.20787398,10
1113,19.34447238,-99.20561658,10
1114,19.36657127,-99.22569666,10
1115,19.3633249,-99.24377021,10
1116,19.34470463,-99.18652938,10
1117,19.38872121,-99.20150084,10
1118,19.38370509,-99.22815002,10
1119,19.38012199,-99.23781366,10
1120,19.38009379,-99.24814031,10
1121,19.3888293,-99.21592494,10
1122,19.42044401,-99.12828846,15
1123,19.39613045,-99.198821,10
1124,19.35590292,-99.23581067,10
1125,19.38019205,-99.23344271,10
1126,19.35141255,-99.23990714,10
1127,19.39326622,-99.19569038,10
1128,19.40182028,-99.07729638,6
1129,19.39315406,-99.09701457,6
1130,19.3955069,-99.10667787,6
1131,19.38473241,-99.11969964,6
1132,19.38253315,-99.0974987,6
1133,19.49415114,-99.18756416,2
1134,19.46147884,-99.18376333,2
1135,19.49007997,-99.15379386,2
1136,19.48701937,-99.20588734,2
1137,19.49987745,-99.17888338,2
1138,19.4805914,-99.17720356,2
1139,19.47433026,-99.17857303,2
1140,19.40657933,-99.17296596,15
1141,19.44993667,-99.13028327,15
1142,19.41647249,-99.14580957,15
1143,19.42763408,-99.13820527,15
1144,19.39003764,-99.03979558,7
1145,19.39317693,-99.05660704,7
1146,19.36244768,-98.99802293,7
1147,19.37369134,-99.06550766,7
1148,19.33714024,-99.11226455,7
1149,19.35652321,-99.0601351,7
1150,19.34153681,-99.11260567,7
1151,19.35394258,-99.10065938,7
1152,19.38365368,-99.02713369,7
1153,19.29923738,-99.08112695,7
1154,19.34535402,-99.06912822,7
1155,19.3532501,-99.10820824,7
1156,19.31839033,-99.05125096,7
1157,19.3774316,-99.1064394,7
1158,19.34876697,-99.09855101,7
1159,19.28725028,-99.07010156,7
1160,19.33161053,-99.10758474,7
1161,19.40042985,-99.1409292,14
1162,19.39283982,-99.15123173,14
1163,19.33692149,-99.28773869,4
1164,19.30620226,-99.23954204,8
1165,19.36042366,-99.28581841,4
1166,19.36545924,-99.28256915,4
1167,19.36156453,-99.28719239,4
1168,19.31196044,-99.24626517,8
1169,19.40270495,-99.15623392,14
1170,19.36591635,-99.14020872,14
1171,19.34705798,-99.05532729,7
1172,19.37149956,-99.11528473,7
1173,19.33830507,-99.10763847,7
1174,19.35512292,-99.08811421,7
1175,19.36784219,-99.03411396,7
1176,19.36272454,-99.13715174,7
1177,19.32960588,-99.07859662,7
1178,19.42954391,-99.18757577,16
1179,19.39244488,-99.24287092,16
1180,19.43106918,-99.21771846,16
1181,19.4492462,-99.21526816,16
1182,19.46684959,-99.20999467,16
1183,19.43090187,-99.20484241,16
1184,19.44855101,-99.20848593,16
1185,19.43558937,-99.0706198,17
1186,19.4197657,-99.11141625,17
1187,19.42124522,-99.09373482,17
1188,19.34540926,-99.13586554,3
1189,19.4119025,-99.18375232,16
1190,19.4412164,-99.17750705,16
1191,19.34079255,-99.18071091,3
1192,19.33869925,-99.14220798,3
1193,19.34141128,-99.15894992,3
1194,19.33882045,-99.16619221,3
1195,19.30969471,-99.14439538,3
1196,19.34736036,-99.16309932,3
1197,19.31261481,-99.13475142,3
1198,19.32356205,-99.10413005,3
1199,19.41512604,-99.07966171,17
1200,19.3392324,-99.12321069,3
1201,19.33074176,-99.12213052,3
1202,19.42158441,-99.10535383,17
1203,19.42284112,-99.21579358,16
1204,19.41061589,-99.22624873,16
1205,19.43421892,-99.20940375,16
1206,19.31486224,-99.14779545,3
1207,19.32457112,-99.15616022,3
1208,19.30530037,-99.17343059,3
1209,19.41311197,-99.09469923,17
1210,19.42571443,-99.12265977,17
1211,19.41618441,-99.09357531,17
1212,19.44155602,-99.11835494,17
1213,19.45389814,-99.12315335,17
1214,19.44845879,-99.19990957,16
1215,19.45483969,-99.16918946,16
1216,19.30882288,-99.1170551,3
1217,19.44750725,-99.11743224,17
1218,19.45265513,-99.11224595,17
1219,19.43842285,-99.10795571,17
1220,19.4113464,-99.12587055,17
1221,19.41647125,-99.08442846,17
1222,19.30796604,-99.11028879,3
1223,19.32671627,-99.13804652,3
1224,19.33556194,-99.11824798,3
1225,19.34571367,-99.14835194,3
1226,19.3042837,-99.17008449,3
1227,19.50943653,-99.09600126,5
1228,19.53418642,-99.14433425,5
1229,19.45268474,-99.05607092,5
1230,19.48315233,-99.09207553,5
1231,19.46843522,-99.0605841,5
1232,19.49102265,-99.14986258,5
1233,19.46938989,-99.06928857,5
1234,19.51964148,-99.14763454,5
1235,19.54241654,-99.13230421,5
1236,19.47124198,-99.14363572,5
1237,19.47848011,-99.13730644,5
1238,19.48392113,-99.09451981,5
1239,19.49396268,-99.07138352,5
1240,19.48698054,-99.10812017,5
1241,19.27483117,-99.1844409,12
1242,19.26922248,-99.17901223,12
1243,19.26717846,-99.20291593,12
1244,19.27326974,-99.22631399,12
1245,19.29690719,-99.22012279,12
1246,19.26572437,-99.17133176,12
1247,19.27597611,-99.17096946,12
1248,19.29791753,-99.11080322,12
1249,19.26609349,-99.12834427,13
1250,19.26962963,-99.12148249,13
1251,19.24804432,-99.17095988,12
1252,19.23182271,-99.16330252,12
1253,19.18967485,-98.99389155,9
1254,19.45953211,-99.07196243,5
1255,19.47395043,-99.07577582,5
1256,19.29495754,-99.21846203,12
1257,19.19232801,-99.14150757,12
1258,19.3005509,-99.17043988,12
1259,19.25850603,-99.11582822,13
1260,19.29882751,-99.20523291,12
1261,19.28700291,-99.21428642,12
1262,19.18454276,-99.14799748,12
1263,19.29279131,-99.13891921,12
1264,19.29533263,-99.11673147,12
1265,19.38976066,-99.11929743,6
1266,19.39297143,-99.08874994,6
1267,19.48939757,-99.20459388,2
1268,19.48203168,-99.20057702,2
1269,19.49583128,-99.20172608,2
1270,19.47827663,-99.17731252,2
1271,19.37238657,-99.21597202,10
1272,19.37459955,-99.20996148,10
1273,19.38682526,-99.20218888,10
1274,19.43577598,-99.15394928,15
1275,19.33537187,-99.22334002,10
1276,19.21758349,-98.97573944,11
1277,19.27884701,-99.02831388,11
1278,19.48276138,-99.18230395,2
1279,19.29312747,-98.97411781,11
1280,19.35280545,-99.24136301,10
1281,19.38543289,-99.22298203,10
1282,19.39050993,-99.19748863,10
1283,19.38511128,-99.19448048,10
1284,19.37245565,-99.23236429,10
1285,19.34558694,-99.23001727,10
1286,19.36107351,-99.24116798,10
1287,19.35295186,-99.23697495,10
1288,19.35835,-99.24297318,10
1289,19.38631738,-99.21546428,10
1290,19.38242573,-99.10606942,6
1291,19.26785992,-98.99585465,11
1292,19.31637739,-98.96752634,11
1293,19.39906222,-99.12682005,6
1294,19.38204863,-99.231629,10
1295,19.38427951,-99.22637748,10
1296,19.33688932,-99.19503575,10
1297,19.33300551,-99.23243724,10
1298,19.4302248,-99.12814137,15
1299,19.36625042,-99.30451607,4
1300,19.32855898,-99.04323853,7
1301,19.36383157,-99.03006344,7
1302,19.34006007,-99.04074151,7
1303,19.36660924,-99.1176979,7
1304,19.36482284,-99.09629261,7
1305,19.3169845,-99.04480805,7
1306,19.32072268,-99.04410847,7
1307,19.31488048,-99.04216522,7
1308,19.33564936,-99.05098431,7
1309,19.31429968,-99.04476148,7
1310,19.35311216,-99.06405597,7
1311,19.35328998,-99.11204363,7
1312,19.31191919,-99.08482394,7
1313,19.29008472,-99.06832507,7
1314,19.36037839,-99.12506718,7
1315,19.29400299,-99.0689524,7
1316,19.38605057,-99.15715977,14
1317,19.36321128,-99.14888667,14
1318,19.36813609,-99.17132581,14
1319,19.35088792,-99.32122756,4
1320,19.36020676,-99.27163583,4
1321,19.32716454,-99.33226471,4
1322,19.35535971,-99.28236102,4
1323,19.33270227,-99.21153519,8
1324,19.38730322,-99.17772807,14
1325,19.3170274,-99.08097075,7
1326,19.33225359,-99.06743321,7
1327,19.37624655,-99.11632926,7
1328,19.38472848,-99.04234205,7
1329,19.37613215,-99.15506664,14
1330,19.38628402,-99.14408515,14
1331,19.44907618,-99.14374943,15
1332,19.45331479,-99.14176948,15
1333,19.43435328,-99.18660202,16
1334,19.45443289,-99.06108124,5
1335,19.47072397,-99.10747882,5
1336,19.46284088,-99.1679884,2
1337,19.47113251,-99.14678331,2
1338,19.49214651,-99.18028861,2
1339,19.4932655,-99.1841578,2
1340,19.20558498,-99.04859333,9
1341,19.24179729,-99.14580347,12
1342,19.26758015,-99.24279974,12
1343,19.29727441,-99.10252974,12
1344,19.49995832,-99.13581459,5
1345,19.45149106,-99.0691415,5
1346,19.46546916,-99.1282828,5
1347,19.50130472,-99.12329466,5
1348,19.49069431,-99.11467056,5
1349,19.55896456,-99.14164506,5
1350,19.55194967,-99.13256741,5
1351,19.51079576,-99.15312039,5
1352,19.48517545,-99.09301994,5
1353,19.47311311,-99.08164736,5
1354,19.27951913,-99.12059334,13
1355,19.2339073,-99.11442304,13
1356,19.21248551,-99.08608332,13
1357,19.2436125,-99.0091478,13
1358,19.2596317,-99.09823302,13
1359,19.22608137,-99.12253879,13
1360,19.27727247,-99.12310658,13
1361,19.19632738,-99.15791845,12
1362,19.29486874,-99.1644892,12
1363,19.24312723,-99.15288867,12
1364,19.27750827,-99.23958815,12
1365,19.23798008,-99.23201652,12
1366,19.2626272,-99.10451219,13
1367,19.28066641,-99.12996408,13
1368,19.51287742,-99.12959652,5
1369,19.47440438,-99.13226551,5
1370,19.56275971,-99.13469876,5
1371,19.56761928,-99.12801836,5
1372,19.24926898,-99.15724135,12
1373,19.26685004,-99.15281088,12
1374,19.29132524,-99.18030494,12
1375,19.27442916,-99.21501833,12
1376,19.38727307,-99.0967098,6
1377,19.46287308,-99.16382372,2
1378,19.26409757,-99.01737347,11
1379,19.23984753,-99.00776762,11
1380,19.40248907,-99.10505919,6
1381,19.40122299,-99.13115544,6
1382,19.4106675,-99.07194948,6
1383,19.39243782,-99.11067464,6
1384,19.3954613,-99.06239516,6
1385,19.35337676,-99.25805325,10
1386,19.48544712,-99.18341656,2
1387,19.4730586,-99.1743522,2
1388,19.50328756,-99.17457772,2
1389,19.36810376,-99.23971656,10
1390,19.31974158,-99.20741932,10
1391,19.3692221,-99.21355025,10
1392,19.38628351,-99.20898195,10
1393,19.39967927,-99.20658721,10
1394,19.35446547,-99.22980451,10
1395,19.39428676,-99.20228329,10
1396,19.36040023,-99.21830685,10
1397,19.34078026,-99.19258138,10
1398,19.37516016,-99.20475026,10
1399,19.35549659,-99.23371232,10
1400,19.33989792,-99.20466595,10
1401,19.39159239,-99.20421185,10
1402,19.32386973,-99.2662409,10
1403,19.39337315,-99.20353281,10
1404,19.38072958,-99.08690615,7
1405,19.29535617,-99.07388254,7
1406,19.35391558,-99.09797426,7
1407,19.38022723,-99.1160378,7
1408,19.38196091,-99.03546328,7
1409,19.35782419,-99.13595657,7
1410,19.36031844,-99.07943444,7
1411,19.3284735,-99.08300681,7
1412,19.37104895,-99.13160677,7
1413,19.32772863,-98.96690751,7
1414,19.33668055,-99.0727208,7
1415,19.33456179,-99.06751611,7
1416,19.33448681,-99.10593247,7
1417,19.35493215,-99.05143587,7
1418,19.32710037,-99.05457682,7
1419,19.31745265,-99.08817585,7
1420,19.35106861,-98.99130473,7
1421,19.34103321,-98.98731019,7
1422,19.38991901,-99.05257462,7
1423,19.30150025,-99.07857676,7
1424,19.34370326,-99.01455178,7
1425,19.38693019,-99.04069916,7
1426,19.37365466,-99.05457095,7
1427,19.30317796,-99.23485527,8
1428,19.29566172,-99.23737977,8
1429,19.31350405,-99.25042723,8
1430,19.31527749,-99.24061586,8
1431,19.30743132,-99.22897414,8
1432,19.31010789,-99.22762193,8
1433,19.30365335,-99.26873267,8
1434,19.37320904,-99.13875604,14
1435,19.43143555,-99.17800261,16
1436,19.44497048,-99.19384263,16
1437,19.44313994,-99.20082337,16
1438,19.41506302,-99.21324793,16
1439,19.44860645,-99.21871814,16
1440,19.32488916,-99.10880117,3
1441,19.31922134,-99.10527493,3
1442,19.30716845,-99.19751594,3
1443,19.32817664,-99.1435336,3
1444,19.3412956,-99.1704501,3
1445,19.30845666,-99.15017312,3
1446,19.30940088,-99.15671926,3
1447,19.32556764,-99.16701183,3
1448,19.32984868,-99.17166785,3
1449,19.42622256,-99.06960222,17
1450,19.44292604,-99.10308778,17
1451,19.45282134,-99.1187423,17
1452,19.44875903,-99.09780394,17
1453,19.4442685,-99.10899607,17
1454,19.43143569,-99.10979982,17
1455,19.43689067,-99.0937851,17
1456,19.48699468,-99.09043884,5
1457,19.55115693,-99.14475226,5
1458,19.47858707,-99.07000092,5
1459,19.47346134,-99.08978407,5
1460,19.47958814,-99.09163678,5
1461,19.48646221,-99.08734579,5
1462,19.25441888,-99.03626332,13
1463,19.28729967,-99.10606998,13
1464,19.17524957,-99.03078329,9
1465,19.52980213,-99.17276951,5
1466,19.5501947,-99.1553522,5
1467,19.48457404,-99.10795688,5
1468,19.26387734,-99.09999128,13
1469,19.25733644,-99.15074358,12
1470,19.21154355,-99.18637274,12
1471,19.27018011,-99.14917082,12
1472,19.24826752,-99.23246354,12
1473,19.29986795,-99.19190238,12
1474,19.26520913,-99.20841117,12
1475,19.2071084,-99.13818852,12
1476,19.26907337,-99.20961187,12
1477,19.27677924,-99.19028653,12
1478,19.49700217,-99.09678288,5
1479,19.48430246,-99.12188274,5
1480,19.48796806,-99.14157313,5
1481,19.47165314,-99.08932443,5
1482,19.21047102,-99.1518626,12
1483,19.27224857,-99.14555785,12
1484,19.27228718,-99.23473644,12
1485,19.27090048,-99.18851414,12
1486,19.23245858,-99.00490666,11
1487,19.20423177,-98.96944285,11
1488,19.28757983,-99.02177928,11
1489,19.29807802,-99.05311721,11
1490,19.33922788,-99.24562305,10
1491,19.48947993,-99.19815324,2
1492,19.35648046,-99.21004713,10
1493,19.50769337,-99.19417957,2
1494,19.4906621,-99.21176422,2
1495,19.49440567,-99.19579669,2
1496,19.46699498,-99.16189243,2
1497,19.47034431,-99.15782252,2
1498,19.49835323,-99.20983818,2
1499,19.22060995,-98.9707006,11
1500,19.26086611,-99.00687134,11
1501,19.47221535,-99.16726801,2
1502,19.42700383,-99.16160541,15
1503,19.45643427,-99.15705389,15
1504,19.33030638,-99.26990114,10
1505,19.37872161,-99.23740676,10
1506,19.38108991,-99.23844482,10
1507,19.3638472,-99.20247419,10
1508,19.38676238,-99.19249834,10
1509,19.39355512,-99.21257621,10
1510,19.38677477,-99.24118637,10
1511,19.35726912,-99.24584067,10
1512,19.35839027,-99.17493979,10
1513,19.3970501,-99.20912424,10
1514,19.3643548,-99.25071275,10
1515,19.32944555,-99.23778681,10
1516,19.36620687,-99.23493747,10
1517,19.36519925,-99.23722534,10
1518,19.34625621,-99.20952113,10
1519,19.40033245,-99.06803049,6
1520,19.39541822,-99.12128261,6
1521,19.4398501,-99.1285179,15
1522,19.41941858,-99.16916198,15
1523,19.43363625,-99.13603006,15
1524,19.4088498,-99.16131759,15
1525,19.43710863,-99.15946018,15
1526,19.32821409,-99.15005961,3
1527,19.45388642,-99.20823845,16
1528,19.43641109,-99.17445792,16
1529,19.45180772,-99.17021225,16
1530,19.4487007,-99.21103193,16
1531,19.33299959,-99.32462334,4
1532,19.35171809,-99.292708,4
1533,19.35166515,-99.04831543,7
1534,19.33524473,-99.01036511,7
1535,19.32552433,-99.07835115,7
1536,19.37498626,-99.01284048,7
1537,19.37999742,-99.02070068,7
1538,19.32933706,-99.10048376,7
1539,19.3657305,-99.1014768,7
1540,19.37087599,-99.01901413,7
1541,19.35075343,-99.02361806,7
1542,19.36047382,-99.05131209,7
1543,19.34157253,-99.10455537,7
1544,19.37276817,-99.00668187,7
1545,19.31073452,-99.06295189,7
1546,19.3436836,-99.07907272,7
1547,19.35914513,-99.09639798,7
1548,19.3284474,-99.10513792,7
1549,19.31325732,-99.04572319,7
1550,19.44482733,-99.18113471,16
1551,19.39202037,-99.15884408,14
1552,19.44703517,-99.18698042,16
1553,19.4451471,-99.18725366,16
1554,19.29621393,-99.25807615,8
1555,19.30680898,-99.25283255,8
1556,19.33659755,-99.20840596,8
1557,19.31355973,-99.07560978,7
1558,19.37268199,-99.0299896,7
1559,19.35466525,-99.09284234,7
1560,19.37781006,-99.12052364,7
1561,19.36130415,-99.14108882,14
1562,19.38765704,-99.14069068,14
1563,19.39953582,-99.22874694,16
1564,19.45072199,-99.20765727,16
1565,19.45838294,-99.21240795,16
1566,19.32229138,-99.11179666,3
1567,19.3545178,-99.12680166,3
1568,19.31908869,-99.12041226,3
1569,19.31355682,-99.15657431,3
1570,19.33813102,-99.14931004,3
1571,19.3253844,-99.12395122,3
1572,19.42958149,-99.12160371,17
1573,19.41592165,-99.12480007,17
1574,19.43921016,-99.11141204,17
1575,19.40734932,-99.10982814,17
1576,19.44988519,-99.10767228,17
1577,19.3308212,-99.17548172,3
1578,19.3391294,-99.18638167,3
1579,19.30726584,-99.13646971,3
1580,19.3579604,-99.22117764,10
1581,19.3605802,-99.20270584,10
1582,19.35509417,-99.24499503,10
1583,19.38246929,-99.22576449,10
1584,19.30411391,-98.97336436,11
1585,19.2865594,-99.06105577,11
1586,19.46605153,-99.18186716,2
1587,19.47073662,-99.1499968,2
1588,19.47480604,-99.16333334,2
1589,19.48303791,-99.19531338,2
1590,19.48897895,-99.159303,2
1591,19.50023285,-99.18480912,2
1592,19.50441476,-99.20781725,2
1593,19.46582474,-99.14654344,2
1594,19.50112169,-99.18927157,2
1595,19.46119908,-99.16252928,2
1596,19.4949631,-99.19092114,2
1597,19.38174641,-99.22116901,10
1598,19.39616789,-99.21152914,10
1599,19.3575807,-99.24078753,10
1600,19.36350963,-99.22079178,10
1601,19.39819445,-99.21283847,10
1602,19.36144012,-99.2177304,10
1603,19.35993269,-99.22714767,10
1604,19.38465652,-99.20086956,10
1605,19.39336943,-99.19025162,10
1606,19.38200333,-99.23470018,10
